feature	chromosome	start	end	SLX-16150.D707tp_D501tp.HC22VBBXY.s_3.r_1	SLX-17921.D702tp_D504tp.H5J55BBXY.s_8.r_1	SLX-17921.D706tp_D506tp.H5J55BBXY.s_8.r_1
8:83500001-84000000	8	83500001	84000000	1.047	1.055	1.076
8:84000001-84500000	8	84000001	84500000	1.004	1.075	1.072
8:84500001-85000000	8	84500001	85000000	0.98	1.082	1.076
8:85000001-85500000	8	85000001	85500000	1.041	1.064	1.003
8:86000001-86500000	8	86000001	86500000	0.968	0.994	1.023
8:86500001-87000000	8	86500001	87000000	0.957	1.011	1.023
8:87000001-87500000	8	87000001	87500000	1.108	1.059	1.03
8:87500001-88000000	8	87500001	88000000	0.995	1.129	1.049
8:88000001-88500000	8	88000001	88500000	1.006	1.017	1.036
8:88500001-89000000	8	88500001	89000000	0.938	1.103	1.087
8:89000001-89500000	8	89000001	89500000	1.066	1.086	1.178
8:89500001-90000000	8	89500001	90000000	0.963	1.061	1.005
8:90000001-90500000	8	90000001	90500000	1.087	1.076	1.105
8:90500001-91000000	8	90500001	91000000	0.982	1.118	1.019
8:91000001-91500000	8	91000001	91500000	1.024	1.055	1.063
8:91500001-92000000	8	91500001	92000000	0.997	1.136	1.101
8:92000001-92500000	8	92000001	92500000	1.055	1.026	1.038
8:92500001-93000000	8	92500001	93000000	1.074	1.14	1.012
8:93000001-93500000	8	93000001	93500000	1.045	1.102	1.072
8:93500001-94000000	8	93500001	94000000	1.005	1.135	1.088
8:94000001-94500000	8	94000001	94500000	1.054	1.08	1.052
8:94500001-95000000	8	94500001	95000000	1.041	1.057	1.05
8:95000001-95500000	8	95000001	95500000	1.046	1.053	1.056
8:95500001-96000000	8	95500001	96000000	1.02	1.042	1.099
8:96000001-96500000	8	96000001	96500000	1.066	1.114	1.062
8:96500001-97000000	8	96500001	97000000	0.999	1.113	0.958
8:97000001-97500000	8	97000001	97500000	1.031	1.137	1.099
8:98000001-98500000	8	98000001	98500000	0.977	1.016	1.062
8:98500001-99000000	8	98500001	99000000	1.066	1.19	1.083
8:99500001-100000000	8	99500001	100000000	1.13	1.135	1.117
8:100000001-100500000	8	100000001	100500000	0.999	1.086	1.084
8:100500001-101000000	8	100500001	101000000	0.996	1.055	1.014
8:101000001-101500000	8	101000001	101500000	1.086	1.174	1.088
8:101500001-102000000	8	101500001	102000000	1.003	1.075	1.11
8:102000001-102500000	8	102000001	102500000	1.009	1.039	1.072
8:103500001-104000000	8	103500001	104000000	1.006	1.17	1.121
8:104000001-104500000	8	104000001	104500000	1.091	0.997	1.066
8:104500001-105000000	8	104500001	105000000	1.036	1.016	1.047
8:105000001-105500000	8	105000001	105500000	1.11	1.098	1
8:105500001-106000000	8	105500001	106000000	1.072	1	1.087
8:106000001-106500000	8	106000001	106500000	1.076	1.131	1.004
8:106500001-107000000	8	106500001	107000000	1.042	1.113	1.039
8:107000001-107500000	8	107000001	107500000	1.008	1.157	1.127
8:107500001-108000000	8	107500001	108000000	1.005	1.044	1.024
8:108000001-108500000	8	108000001	108500000	1.073	0.988	1.121
8:109000001-109500000	8	109000001	109500000	1.008	1.046	1.008
8:109500001-110000000	8	109500001	110000000	1.008	1.004	1.115
8:110000001-110500000	8	110000001	110500000	0.925	1.055	1.053
8:111500001-112000000	8	111500001	112000000	1.039	1.042	1.023
8:112000001-112500000	8	112000001	112500000	0.955	1.189	1.089
8:112500001-113000000	8	112500001	113000000	1.003	1.084	1.06
8:113000001-113500000	8	113000001	113500000	1.157	1.09	0.975
8:113500001-114000000	8	113500001	114000000	1.019	1.126	1.077
8:114000001-114500000	8	114000001	114500000	1.1	1.064	1.168
8:114500001-115000000	8	114500001	115000000	0.959	0.996	1.1
8:115000001-115500000	8	115000001	115500000	1.011	1.039	1
8:115500001-116000000	8	115500001	116000000	1.016	1.048	1.041
8:116000001-116500000	8	116000001	116500000	0.985	1.193	1.075
8:116500001-117000000	8	116500001	117000000	1.041	1.001	1.009
8:117000001-117500000	8	117000001	117500000	1.082	1.045	1.006
8:117500001-118000000	8	117500001	118000000	1.035	1.155	1.007
8:118000001-118500000	8	118000001	118500000	1.006	0.988	1.067
8:118500001-119000000	8	118500001	119000000	1.016	1.18	1.08
8:119000001-119500000	8	119000001	119500000	1.074	1.194	1.141
8:119500001-120000000	8	119500001	120000000	1.038	1.128	1.012
8:120500001-121000000	8	120500001	121000000	1.008	1.022	1.064
8:121000001-121500000	8	121000001	121500000	1.125	1.125	1.132
8:121500001-122000000	8	121500001	122000000	1.054	1.167	1.069
8:122000001-122500000	8	122000001	122500000	1.091	1.133	1.076
8:122500001-123000000	8	122500001	123000000	0.989	1.107	1.102
8:123000001-123500000	8	123000001	123500000	0.954	1.082	0.916
8:123500001-124000000	8	123500001	124000000	1.022	1.085	1.099
8:124000001-124500000	8	124000001	124500000	0.974	1.048	1.018
8:124500001-125000000	8	124500001	125000000	1.026	1.014	1.098
8:125000001-125500000	8	125000001	125500000	1.098	1.1	0.979
8:125500001-126000000	8	125500001	126000000	1.049	1.177	1.046
8:126000001-126500000	8	126000001	126500000	1.083	1.11	1.072
8:126500001-127000000	8	126500001	127000000	1.109	1.049	1.02
8:128000001-128500000	8	128000001	128500000	1.102	1.083	1.08
8:128500001-129000000	8	128500001	129000000	1.109	1.241	1.14
8:129000001-129500000	8	129000001	129500000	1.122	1.084	1.044
8:129500001-130000000	8	129500001	130000000	1.058	1.009	1.051
8:130000001-130500000	8	130000001	130500000	0.963	0.988	1.02
8:130500001-131000000	8	130500001	131000000	0.996	1.071	1.012
8:131000001-131500000	8	131000001	131500000	1.046	1.055	1.191
8:131500001-132000000	8	131500001	132000000	0.96	0.996	1.105
8:132000001-132500000	8	132000001	132500000	0.97	1.143	1.097
8:132500001-133000000	8	132500001	133000000	1.032	1.006	1.042
8:133000001-133500000	8	133000001	133500000	1.003	1.06	1.022
8:134000001-134500000	8	134000001	134500000	1.045	1.142	1.142
8:134500001-135000000	8	134500001	135000000	0.991	1.134	1.136
8:135000001-135500000	8	135000001	135500000	1.048	1.057	1.059
8:135500001-136000000	8	135500001	136000000	1.097	1.036	1.143
8:136000001-136500000	8	136000001	136500000	1.062	1.124	1.16
8:136500001-137000000	8	136500001	137000000	0.979	0.913	1.005
8:137000001-137500000	8	137000001	137500000	1.099	1.186	1.022
8:137500001-138000000	8	137500001	138000000	1.009	1.105	1.112
8:138000001-138500000	8	138000001	138500000	1.088	1.253	1.141
8:138500001-139000000	8	138500001	139000000	1.032	1.055	1.11
8:139000001-139500000	8	139000001	139500000	1.081	1.088	1.137
8:139500001-140000000	8	139500001	140000000	1.066	1.115	1.087
8:140000001-140500000	8	140000001	140500000	0.991	1.129	1.036
8:140500001-141000000	8	140500001	141000000	0.918	0.935	1.013
8:141000001-141500000	8	141000001	141500000	1.038	1.051	1.015
8:141500001-142000000	8	141500001	142000000	0.998	1.145	1.131
8:142000001-142500000	8	142000001	142500000	1.033	1.159	1.132
8:142500001-143000000	8	142500001	143000000	1.076	1.049	1.027
8:143000001-143500000	8	143000001	143500000	1.015	1.037	1.045
8:143500001-144000000	8	143500001	144000000	1.045	0.975	1.01
8:144000001-144500000	8	144000001	144500000	0.999	0.884	0.957
8:144500001-145000000	8	144500001	145000000	1.045	1.042	0.944
9:500001-1000000	9	500001	1000000	0.959	1.101	1.068
9:1000001-1500000	9	1000001	1500000	0.997	1.085	0.934
9:1500001-2000000	9	1500001	2000000	1.138	0.947	1.017
9:2000001-2500000	9	2000001	2500000	0.987	0.981	0.92
9:2500001-3000000	9	2500001	3000000	0.989	0.877	0.985
9:3000001-3500000	9	3000001	3500000	0.975	0.953	1.063
9:3500001-4000000	9	3500001	4000000	1.077	0.989	1.006
9:4000001-4500000	9	4000001	4500000	0.953	0.909	0.989
9:4500001-5000000	9	4500001	5000000	0.994	1.013	0.976
9:5500001-6000000	9	5500001	6000000	0.958	0.964	1.073
9:6000001-6500000	9	6000001	6500000	0.999	1.153	0.985
9:6500001-7000000	9	6500001	7000000	1.04	0.953	0.969
9:7000001-7500000	9	7000001	7500000	0.973	0.979	0.965
9:7500001-8000000	9	7500001	8000000	1.087	1.032	0.982
9:8000001-8500000	9	8000001	8500000	1.018	0.91	1.04
9:8500001-9000000	9	8500001	9000000	1.049	1.103	0.95
9:9000001-9500000	9	9000001	9500000	1.016	0.887	1.021
9:10000001-10500000	9	10000001	10500000	0.991	1.038	1.012
9:10500001-11000000	9	10500001	11000000	0.973	0.976	0.91
9:11000001-11500000	9	11000001	11500000	0.9	0.864	0.872
9:11500001-12000000	9	11500001	12000000	0.94	0.958	0.99
9:12000001-12500000	9	12000001	12500000	1.026	0.933	0.931
9:12500001-13000000	9	12500001	13000000	1.006	0.999	0.952
9:13000001-13500000	9	13000001	13500000	0.955	1.124	1.023
9:13500001-14000000	9	13500001	14000000	0.941	1.015	0.936
9:14000001-14500000	9	14000001	14500000	1.011	0.972	1.055
9:14500001-15000000	9	14500001	15000000	0.992	1.039	1.077
9:15000001-15500000	9	15000001	15500000	0.903	0.933	0.992
9:16000001-16500000	9	16000001	16500000	1.042	1.018	1.037
9:16500001-17000000	9	16500001	17000000	1.003	0.837	0.972
9:17000001-17500000	9	17000001	17500000	1.11	1.07	1.02
9:17500001-18000000	9	17500001	18000000	0.987	0.968	1.03
9:18500001-19000000	9	18500001	19000000	1.046	1.13	1.006
9:19000001-19500000	9	19000001	19500000	0.953	0.922	0.906
9:19500001-20000000	9	19500001	20000000	0.982	1.11	1.031
9:20000001-20500000	9	20000001	20500000	1.09	1.057	1.045
9:20500001-21000000	9	20500001	21000000	0.969	0.991	0.957
9:21000001-21500000	9	21000001	21500000	0.969	1.01	0.995
9:21500001-22000000	9	21500001	22000000	1.112	1.078	1.059
9:22000001-22500000	9	22000001	22500000	1.015	0.931	0.999
9:22500001-23000000	9	22500001	23000000	1.057	1.028	0.999
9:23000001-23500000	9	23000001	23500000	0.89	0.852	0.906
9:23500001-24000000	9	23500001	24000000	0.914	0.882	0.943
9:24000001-24500000	9	24000001	24500000	1.05	0.961	0.994
9:24500001-25000000	9	24500001	25000000	0.952	1.061	0.991
9:25000001-25500000	9	25000001	25500000	0.929	1.052	0.978
9:25500001-26000000	9	25500001	26000000	0.948	1.028	1.027
9:26000001-26500000	9	26000001	26500000	1.022	1.004	1.028
9:26500001-27000000	9	26500001	27000000	1.08	1.056	1.069
9:27000001-27500000	9	27000001	27500000	1.05	1.01	0.976
9:27500001-28000000	9	27500001	28000000	1.015	0.875	0.983
9:28000001-28500000	9	28000001	28500000	0.99	0.999	1.02
9:28500001-29000000	9	28500001	29000000	0.965	1.05	0.944
9:29000001-29500000	9	29000001	29500000	0.974	1.078	0.985
9:29500001-30000000	9	29500001	30000000	0.925	0.9	0.896
9:30000001-30500000	9	30000001	30500000	0.945	0.908	0.991
9:30500001-31000000	9	30500001	31000000	0.933	0.948	0.969
9:31500001-32000000	9	31500001	32000000	0.992	0.895	0.936
9:32000001-32500000	9	32000001	32500000	1.045	1.081	0.959
9:32500001-33000000	9	32500001	33000000	0.98	0.874	1.007
9:33000001-33500000	9	33000001	33500000	1.016	1.023	1.074
9:34000001-34500000	9	34000001	34500000	1.041	1.139	0.971
9:35000001-35500000	9	35000001	35500000	0.981	0.993	0.997
9:35500001-36000000	9	35500001	36000000	0.937	0.873	0.953
9:36500001-37000000	9	36500001	37000000	1.123	1.11	0.995
9:37000001-37500000	9	37000001	37500000	0.936	0.896	0.998
9:37500001-38000000	9	37500001	38000000	0.969	1.03	1.038
9:38000001-38500000	9	38000001	38500000	1.121	1.035	1.078
9:68500001-69000000	9	68500001	69000000	0.88	1.02	1.016
9:69000001-69500000	9	69000001	69500000	1.08	0.972	0.974
9:69500001-70000000	9	69500001	70000000	1.021	1.03	0.938
9:70000001-70500000	9	70000001	70500000	0.997	0.902	0.997
9:70500001-71000000	9	70500001	71000000	1.012	0.962	0.978
9:71000001-71500000	9	71000001	71500000	1.039	1.005	1.056
9:71500001-72000000	9	71500001	72000000	0.937	0.99	0.936
9:72000001-72500000	9	72000001	72500000	0.99	0.959	1.082
9:73000001-73500000	9	73000001	73500000	1.012	1.032	0.967
9:73500001-74000000	9	73500001	74000000	0.946	1.005	1.019
9:74000001-74500000	9	74000001	74500000	0.898	0.927	1.016
9:74500001-75000000	9	74500001	75000000	1.004	1.017	0.926
9:75000001-75500000	9	75000001	75500000	0.971	0.84	0.925
9:75500001-76000000	9	75500001	76000000	1.082	0.976	0.995
9:76000001-76500000	9	76000001	76500000	1.041	0.976	1.055
9:76500001-77000000	9	76500001	77000000	1.052	0.927	0.976
9:77000001-77500000	9	77000001	77500000	1.031	0.946	1.027
9:77500001-78000000	9	77500001	78000000	0.914	0.921	1.03
9:78000001-78500000	9	78000001	78500000	1.097	1.127	1.116
9:79000001-79500000	9	79000001	79500000	1.096	0.975	1.048
9:80000001-80500000	9	80000001	80500000	0.963	0.921	1.018
9:81000001-81500000	9	81000001	81500000	1.022	1.086	1.044
9:82500001-83000000	9	82500001	83000000	1.034	1.075	1.082
9:83000001-83500000	9	83000001	83500000	1.069	1.009	1.052
9:83500001-84000000	9	83500001	84000000	0.968	0.979	1.011
9:84000001-84500000	9	84000001	84500000	1.043	1.041	0.988
9:84500001-85000000	9	84500001	85000000	1.009	1.092	1.006
9:85000001-85500000	9	85000001	85500000	1.019	1.035	1.036
9:85500001-86000000	9	85500001	86000000	0.953	0.986	0.926
9:86000001-86500000	9	86000001	86500000	0.949	0.925	1.054
9:86500001-87000000	9	86500001	87000000	1.036	1.178	1.047
9:87000001-87500000	9	87000001	87500000	1.014	1.022	0.951
9:87500001-88000000	9	87500001	88000000	1.025	1.033	0.969
9:88000001-88500000	9	88000001	88500000	1.049	0.989	1.086
9:88500001-89000000	9	88500001	89000000	1.046	1.135	1.058
9:89000001-89500000	9	89000001	89500000	1.024	0.969	0.998
9:89500001-90000000	9	89500001	90000000	1.078	0.946	1.037
9:90000001-90500000	9	90000001	90500000	1.062	1.08	1.044
9:90500001-91000000	9	90500001	91000000	0.965	1.072	1.067
9:91000001-91500000	9	91000001	91500000	0.916	0.987	1.05
9:91500001-92000000	9	91500001	92000000	1.057	0.947	1.037
9:93000001-93500000	9	93000001	93500000	0.962	0.997	0.995
9:93500001-94000000	9	93500001	94000000	0.955	0.947	0.945
9:94500001-95000000	9	94500001	95000000	1.063	1.015	1.029
9:95000001-95500000	9	95000001	95500000	1.005	1.07	1.068
9:96000001-96500000	9	96000001	96500000	1.081	1.004	1.04
9:97500001-98000000	9	97500001	98000000	1.046	1.014	1
9:98000001-98500000	9	98000001	98500000	1.004	0.933	0.975
9:98500001-99000000	9	98500001	99000000	1.047	0.963	1.062
9:99000001-99500000	9	99000001	99500000	0.988	0.903	0.972
9:99500001-100000000	9	99500001	100000000	0.992	1.174	1.036
9:100000001-100500000	9	100000001	100500000	0.97	0.997	1.013
9:100500001-101000000	9	100500001	101000000	0.945	1.167	1.04
9:101000001-101500000	9	101000001	101500000	1.065	0.951	0.932
9:101500001-102000000	9	101500001	102000000	1.017	0.943	1.097
9:102000001-102500000	9	102000001	102500000	0.983	0.94	1.048
9:102500001-103000000	9	102500001	103000000	0.898	0.967	1.006
9:103000001-103500000	9	103000001	103500000	1.004	0.998	1.005
9:103500001-104000000	9	103500001	104000000	0.996	0.917	1.057
9:104000001-104500000	9	104000001	104500000	1.006	1.024	1.016
9:104500001-105000000	9	104500001	105000000	0.98	1.002	1.068
9:105000001-105500000	9	105000001	105500000	0.947	0.987	0.982
9:105500001-106000000	9	105500001	106000000	1.019	1.138	1.089
9:106000001-106500000	9	106000001	106500000	1.188	1.176	1.061
9:106500001-107000000	9	106500001	107000000	1.047	0.998	1.091
9:107000001-107500000	9	107000001	107500000	0.991	0.987	0.966
9:107500001-108000000	9	107500001	108000000	0.963	1.018	0.995
9:108000001-108500000	9	108000001	108500000	1.071	0.919	1.02
9:108500001-109000000	9	108500001	109000000	1.032	1.072	1.062
9:109000001-109500000	9	109000001	109500000	1.022	1.044	1.058
9:109500001-110000000	9	109500001	110000000	1.022	1.059	1.023
9:110000001-110500000	9	110000001	110500000	1.027	1.073	1.046
9:110500001-111000000	9	110500001	111000000	1.101	1.04	0.966
9:111000001-111500000	9	111000001	111500000	1.054	1.08	1.029
9:111500001-112000000	9	111500001	112000000	1.073	0.988	0.992
9:112000001-112500000	9	112000001	112500000	0.977	0.964	0.948
9:112500001-113000000	9	112500001	113000000	0.973	1.008	0.995
9:113000001-113500000	9	113000001	113500000	0.892	1.025	0.929
9:113500001-114000000	9	113500001	114000000	1	0.893	1.049
9:114000001-114500000	9	114000001	114500000	1.003	0.998	0.986
9:114500001-115000000	9	114500001	115000000	0.98	0.871	1.039
9:115000001-115500000	9	115000001	115500000	0.974	0.948	1.038
9:115500001-116000000	9	115500001	116000000	1.038	0.945	1.009
9:116000001-116500000	9	116000001	116500000	0.933	0.977	0.982
9:116500001-117000000	9	116500001	117000000	1.108	1.106	1.066
9:117500001-118000000	9	117500001	118000000	0.997	1.042	0.988
9:118000001-118500000	9	118000001	118500000	0.955	1.09	0.986
9:118500001-119000000	9	118500001	119000000	0.973	1.005	0.961
9:119000001-119500000	9	119000001	119500000	1.049	1.021	0.994
9:119500001-120000000	9	119500001	120000000	1.026	1.09	0.985
9:120000001-120500000	9	120000001	120500000	0.898	0.979	1.074
9:120500001-121000000	9	120500001	121000000	0.893	1.02	0.938
9:121000001-121500000	9	121000001	121500000	0.923	0.972	1.068
9:121500001-122000000	9	121500001	122000000	1.024	1.065	1
9:122000001-122500000	9	122000001	122500000	1.1	1.034	0.979
9:123000001-123500000	9	123000001	123500000	0.986	0.905	1.013
9:123500001-124000000	9	123500001	124000000	1.075	0.915	1.011
9:124000001-124500000	9	124000001	124500000	1.044	0.976	1.054
9:124500001-125000000	9	124500001	125000000	1.088	1.046	1.046
9:125000001-125500000	9	125000001	125500000	0.963	0.981	1.023
9:125500001-126000000	9	125500001	126000000	0.928	0.974	0.949
9:126000001-126500000	9	126000001	126500000	0.957	1.017	1.035
9:126500001-127000000	9	126500001	127000000	1.189	1.133	1.102
9:127000001-127500000	9	127000001	127500000	0.957	0.886	1.014
9:127500001-128000000	9	127500001	128000000	1.062	0.946	0.977
9:128000001-128500000	9	128000001	128500000	1.079	0.957	0.985
9:128500001-129000000	9	128500001	129000000	0.999	1.012	0.941
9:129000001-129500000	9	129000001	129500000	0.99	1.021	0.99
9:130000001-130500000	9	130000001	130500000	1.027	0.989	1.034
9:130500001-131000000	9	130500001	131000000	1.074	1.155	1.003
9:131000001-131500000	9	131000001	131500000	1.014	1.056	0.973
9:131500001-132000000	9	131500001	132000000	1.064	1.061	0.993
9:132000001-132500000	9	132000001	132500000	1.001	1.061	1.02
9:132500001-133000000	9	132500001	133000000	1.055	0.982	1.022
9:133000001-133500000	9	133000001	133500000	1.03	1.062	1.054
9:133500001-134000000	9	133500001	134000000	1.074	0.992	1.062
9:134500001-135000000	9	134500001	135000000	1.017	1.045	1.076
9:135000001-135500000	9	135000001	135500000	1.034	1.035	1.087
9:135500001-136000000	9	135500001	136000000	0.914	0.95	0.888
9:136000001-136500000	9	136000001	136500000	0.908	0.988	1.029
9:136500001-137000000	9	136500001	137000000	0.999	0.936	0.969
9:137000001-137500000	9	137000001	137500000	1.074	1.132	0.903
9:137500001-138000000	9	137500001	138000000	1.101	1.092	1.048
10:1-500000	10	1	500000	1.121	1.119	1.048
10:500001-1000000	10	500001	1000000	0.952	0.927	0.883
10:1000001-1500000	10	1000001	1500000	1.07	1.014	1.004
10:1500001-2000000	10	1500001	2000000	0.999	0.991	0.976
10:2500001-3000000	10	2500001	3000000	1.03	1.025	0.965
10:3000001-3500000	10	3000001	3500000	0.979	0.925	0.924
10:3500001-4000000	10	3500001	4000000	0.977	0.899	0.877
10:4000001-4500000	10	4000001	4500000	0.978	0.937	0.969
10:4500001-5000000	10	4500001	5000000	0.977	0.91	0.982
10:5000001-5500000	10	5000001	5500000	0.985	1.017	1.049
10:5500001-6000000	10	5500001	6000000	0.982	1.04	0.988
10:6000001-6500000	10	6000001	6500000	0.95	0.881	0.952
10:6500001-7000000	10	6500001	7000000	1.031	0.933	1.012
10:7000001-7500000	10	7000001	7500000	1.048	1.022	1.02
10:7500001-8000000	10	7500001	8000000	0.965	1.053	0.983
10:8000001-8500000	10	8000001	8500000	0.995	0.847	1.071
10:8500001-9000000	10	8500001	9000000	0.917	0.935	0.928
10:9000001-9500000	10	9000001	9500000	1.055	1.037	1.073
10:9500001-10000000	10	9500001	10000000	1.095	1.011	1.024
10:10000001-10500000	10	10000001	10500000	1.068	0.971	1.001
10:10500001-11000000	10	10500001	11000000	1.008	1.07	1.036
10:11000001-11500000	10	11000001	11500000	0.982	0.978	1.026
10:11500001-12000000	10	11500001	12000000	0.95	0.912	0.946
10:12000001-12500000	10	12000001	12500000	1.023	0.957	0.92
10:12500001-13000000	10	12500001	13000000	1.004	0.945	1.099
10:13000001-13500000	10	13000001	13500000	1.116	1.007	0.962
10:13500001-14000000	10	13500001	14000000	1.002	1.09	0.97
10:14000001-14500000	10	14000001	14500000	0.947	0.947	0.993
10:14500001-15000000	10	14500001	15000000	0.941	1.087	1.053
10:15000001-15500000	10	15000001	15500000	1.087	1.116	1.077
10:15500001-16000000	10	15500001	16000000	1.034	0.962	1.045
10:16000001-16500000	10	16000001	16500000	0.953	0.847	0.958
10:16500001-17000000	10	16500001	17000000	0.955	1.098	0.899
10:17000001-17500000	10	17000001	17500000	0.956	0.988	0.982
10:17500001-18000000	10	17500001	18000000	1.019	1.019	0.958
10:18000001-18500000	10	18000001	18500000	1.016	0.988	0.93
10:18500001-19000000	10	18500001	19000000	0.977	1.059	0.943
10:19000001-19500000	10	19000001	19500000	1.058	0.913	0.938
10:20000001-20500000	10	20000001	20500000	1.035	0.988	1.041
10:20500001-21000000	10	20500001	21000000	1.048	0.999	0.981
10:21000001-21500000	10	21000001	21500000	1.055	0.99	0.987
10:21500001-22000000	10	21500001	22000000	0.944	0.961	1.052
10:22000001-22500000	10	22000001	22500000	1.021	1.01	1.001
10:22500001-23000000	10	22500001	23000000	0.919	1.061	0.961
10:23000001-23500000	10	23000001	23500000	0.979	1.003	0.966
10:23500001-24000000	10	23500001	24000000	1.047	0.987	0.995
10:24000001-24500000	10	24000001	24500000	0.986	1.019	1.014
10:24500001-25000000	10	24500001	25000000	0.975	0.956	1.013
10:25000001-25500000	10	25000001	25500000	1.015	1.024	1.065
10:26000001-26500000	10	26000001	26500000	1.045	0.936	0.96
10:27000001-27500000	10	27000001	27500000	0.906	1.076	0.869
10:27500001-28000000	10	27500001	28000000	0.976	1.025	0.98
10:28000001-28500000	10	28000001	28500000	0.948	0.96	1.018
10:28500001-29000000	10	28500001	29000000	0.943	0.953	0.991
10:29000001-29500000	10	29000001	29500000	0.868	0.879	0.935
10:29500001-30000000	10	29500001	30000000	0.955	0.817	0.957
10:30000001-30500000	10	30000001	30500000	1.034	0.986	0.969
10:31000001-31500000	10	31000001	31500000	0.982	1.061	1.166
10:31500001-32000000	10	31500001	32000000	0.926	0.964	1.015
10:32000001-32500000	10	32000001	32500000	1.002	0.972	1.012
10:32500001-33000000	10	32500001	33000000	1.038	1.084	1.092
10:33000001-33500000	10	33000001	33500000	0.996	0.899	0.965
10:33500001-34000000	10	33500001	34000000	1.019	1.039	0.994
10:34000001-34500000	10	34000001	34500000	1.053	0.999	0.941
10:34500001-35000000	10	34500001	35000000	0.981	0.9	0.979
10:35000001-35500000	10	35000001	35500000	0.878	0.905	0.971
10:35500001-36000000	10	35500001	36000000	0.923	0.993	0.988
10:36500001-37000000	10	36500001	37000000	0.933	0.979	0.954
10:43000001-43500000	10	43000001	43500000	0.906	1.008	1.039
10:43500001-44000000	10	43500001	44000000	1.022	1.047	1.077
10:44000001-44500000	10	44000001	44500000	1.041	1.242	1.185
10:44500001-45000000	10	44500001	45000000	1.036	1.118	1.007
10:45000001-45500000	10	45000001	45500000	0.973	1.046	1.01
10:47000001-47500000	10	47000001	47500000	1.056	1.105	1.225
10:48500001-49000000	10	48500001	49000000	1.051	1.099	1.077
10:49000001-49500000	10	49000001	49500000	1.127	1.078	1.036
10:50500001-51000000	10	50500001	51000000	0.91	1.149	1.073
10:51000001-51500000	10	51000001	51500000	1.039	1.08	1.017
10:51500001-52000000	10	51500001	52000000	1.03	1.055	1.005
10:52000001-52500000	10	52000001	52500000	1.013	0.89	0.979
10:52500001-53000000	10	52500001	53000000	0.982	0.891	0.869
10:53000001-53500000	10	53000001	53500000	0.848	0.971	1.015
10:53500001-54000000	10	53500001	54000000	1.085	0.833	0.989
10:54000001-54500000	10	54000001	54500000	0.943	0.927	0.904
10:54500001-55000000	10	54500001	55000000	0.948	0.938	1.018
10:55000001-55500000	10	55000001	55500000	0.977	0.982	0.962
10:56000001-56500000	10	56000001	56500000	0.978	0.875	0.907
10:56500001-57000000	10	56500001	57000000	0.853	0.953	0.984
10:57000001-57500000	10	57000001	57500000	0.965	0.928	0.947
10:58000001-58500000	10	58000001	58500000	0.919	0.826	0.952
10:58500001-59000000	10	58500001	59000000	1.014	1.029	0.962
10:59500001-60000000	10	59500001	60000000	0.938	0.956	1.01
10:60000001-60500000	10	60000001	60500000	1.031	0.984	1.04
10:60500001-61000000	10	60500001	61000000	0.975	1.078	1.017
10:61000001-61500000	10	61000001	61500000	0.99	0.944	1.04
10:61500001-62000000	10	61500001	62000000	0.971	0.926	0.946
10:62000001-62500000	10	62000001	62500000	0.899	0.974	0.931
10:62500001-63000000	10	62500001	63000000	1.044	0.973	1.013
10:63000001-63500000	10	63000001	63500000	0.897	0.864	0.902
10:63500001-64000000	10	63500001	64000000	0.987	0.869	0.95
10:64000001-64500000	10	64000001	64500000	0.959	0.932	1.013
10:64500001-65000000	10	64500001	65000000	1.046	1.095	1.021
10:65000001-65500000	10	65000001	65500000	0.964	0.917	0.899
10:65500001-66000000	10	65500001	66000000	0.908	1.025	0.972
10:66000001-66500000	10	66000001	66500000	0.976	0.818	0.908
10:66500001-67000000	10	66500001	67000000	1.007	0.877	0.957
10:67000001-67500000	10	67000001	67500000	1.001	0.964	1.032
10:67500001-68000000	10	67500001	68000000	1.011	1.048	0.943
10:68000001-68500000	10	68000001	68500000	0.947	1.037	0.939
10:68500001-69000000	10	68500001	69000000	0.961	1.023	0.894
10:69000001-69500000	10	69000001	69500000	0.935	0.941	0.982
10:70000001-70500000	10	70000001	70500000	1.027	1.022	1.033
10:70500001-71000000	10	70500001	71000000	0.977	1.017	1.039
10:71000001-71500000	10	71000001	71500000	0.988	1.063	0.962
10:71500001-72000000	10	71500001	72000000	0.968	0.97	1.006
10:72000001-72500000	10	72000001	72500000	1.029	0.976	1.065
10:72500001-73000000	10	72500001	73000000	0.956	0.974	1.003
10:73000001-73500000	10	73000001	73500000	1.049	0.918	0.922
10:73500001-74000000	10	73500001	74000000	1.071	1.025	1.004
10:74000001-74500000	10	74000001	74500000	1.025	0.973	0.999
10:74500001-75000000	10	74500001	75000000	0.986	0.983	0.999
10:75000001-75500000	10	75000001	75500000	1.012	1.005	1.024
10:75500001-76000000	10	75500001	76000000	1.018	1.008	1.093
10:76000001-76500000	10	76000001	76500000	1.04	1.097	0.983
10:76500001-77000000	10	76500001	77000000	1.139	1.122	1.035
10:77500001-78000000	10	77500001	78000000	1.017	1.034	1.1
10:78000001-78500000	10	78000001	78500000	1.097	0.941	1.015
10:78500001-79000000	10	78500001	79000000	1.082	1.02	1.087
10:80000001-80500000	10	80000001	80500000	1.056	1.04	0.957
10:80500001-81000000	10	80500001	81000000	1.029	1.065	1.036
10:81000001-81500000	10	81000001	81500000	0.967	1.075	0.951
10:81500001-82000000	10	81500001	82000000	0.931	1.053	0.99
