feature	chromosome	start	end	SLX-17922.D706tp_D504tp.HC22GBBXY.s_6.r_1	SLX-17921.D703tp_D507tp.H5J55BBXY.s_8.r_1
3:151500001-152000000	3	151500001	152000000	1.067	1.166
3:152000001-152500000	3	152000001	152500000	1.077	1.169
3:153000001-153500000	3	153000001	153500000	1.05	1.135
3:154000001-154500000	3	154000001	154500000	1.06	1.066
3:154500001-155000000	3	154500001	155000000	1.09	1.174
3:155000001-155500000	3	155000001	155500000	1.089	1.221
3:155500001-156000000	3	155500001	156000000	1.015	1.052
3:156000001-156500000	3	156000001	156500000	1.082	1.212
3:156500001-157000000	3	156500001	157000000	1.052	0.99
3:157000001-157500000	3	157000001	157500000	1.007	1.252
3:157500001-158000000	3	157500001	158000000	1.151	1.006
3:158000001-158500000	3	158000001	158500000	1.113	1.08
3:158500001-159000000	3	158500001	159000000	1.063	1.108
3:159000001-159500000	3	159000001	159500000	1.186	1.188
3:159500001-160000000	3	159500001	160000000	1.102	1.174
3:160000001-160500000	3	160000001	160500000	1.11	1.053
3:161000001-161500000	3	161000001	161500000	1.101	1.128
3:161500001-162000000	3	161500001	162000000	1.064	1.087
3:162000001-162500000	3	162000001	162500000	1.032	1.034
3:163000001-163500000	3	163000001	163500000	1.045	1.007
3:163500001-164000000	3	163500001	164000000	1.061	1.03
3:164000001-164500000	3	164000001	164500000	1.021	1.008
3:164500001-165000000	3	164500001	165000000	1.023	1.133
3:165000001-165500000	3	165000001	165500000	1.074	1.131
3:165500001-166000000	3	165500001	166000000	1.018	1.094
3:166500001-167000000	3	166500001	167000000	1.084	1.006
3:167000001-167500000	3	167000001	167500000	1.088	1.142
3:167500001-168000000	3	167500001	168000000	1.164	1.038
3:168000001-168500000	3	168000001	168500000	1.116	1.19
3:168500001-169000000	3	168500001	169000000	1.131	1.117
3:169000001-169500000	3	169000001	169500000	1.154	1.074
3:169500001-170000000	3	169500001	170000000	1.048	1.117
3:170000001-170500000	3	170000001	170500000	0.962	1.013
3:170500001-171000000	3	170500001	171000000	1.158	1.242
3:171000001-171500000	3	171000001	171500000	1.14	1.143
3:172000001-172500000	3	172000001	172500000	1.047	1.086
3:172500001-173000000	3	172500001	173000000	0.981	1.072
3:173000001-173500000	3	173000001	173500000	1.089	1.152
3:173500001-174000000	3	173500001	174000000	1.114	1.179
3:174000001-174500000	3	174000001	174500000	1.06	1.03
3:174500001-175000000	3	174500001	175000000	1.025	0.989
3:175000001-175500000	3	175000001	175500000	1.051	1.157
3:175500001-176000000	3	175500001	176000000	1.003	1.065
3:176000001-176500000	3	176000001	176500000	1.031	1.062
3:176500001-177000000	3	176500001	177000000	1.124	1.109
3:177500001-178000000	3	177500001	178000000	1.055	1.024
3:178000001-178500000	3	178000001	178500000	1.11	1.176
3:178500001-179000000	3	178500001	179000000	1.116	1.126
3:179000001-179500000	3	179000001	179500000	0.961	1.038
3:179500001-180000000	3	179500001	180000000	1.071	1.139
3:180000001-180500000	3	180000001	180500000	0.958	1.127
3:180500001-181000000	3	180500001	181000000	1.041	1.096
3:181000001-181500000	3	181000001	181500000	1.11	1.099
3:181500001-182000000	3	181500001	182000000	1.021	1.097
3:182000001-182500000	3	182000001	182500000	1.061	1.223
3:182500001-183000000	3	182500001	183000000	1.04	1.051
3:183000001-183500000	3	183000001	183500000	1.077	1.062
3:183500001-184000000	3	183500001	184000000	1.08	1.156
3:184000001-184500000	3	184000001	184500000	0.996	1.116
3:184500001-185000000	3	184500001	185000000	1.104	1.106
3:185000001-185500000	3	185000001	185500000	1.074	1.181
3:185500001-186000000	3	185500001	186000000	1.069	1.234
3:186000001-186500000	3	186000001	186500000	1.044	1.196
3:186500001-187000000	3	186500001	187000000	0.928	1.106
3:187000001-187500000	3	187000001	187500000	1.06	1.234
3:187500001-188000000	3	187500001	188000000	1.135	1.184
3:188000001-188500000	3	188000001	188500000	1.085	1.141
3:188500001-189000000	3	188500001	189000000	1.033	1.059
3:189000001-189500000	3	189000001	189500000	1.128	1.162
3:189500001-190000000	3	189500001	190000000	1.086	1.114
3:190000001-190500000	3	190000001	190500000	1.087	1.157
3:190500001-191000000	3	190500001	191000000	1.115	1.121
3:191000001-191500000	3	191000001	191500000	1.054	1.033
3:191500001-192000000	3	191500001	192000000	0.995	1.038
3:192000001-192500000	3	192000001	192500000	1.1	1.036
3:193000001-193500000	3	193000001	193500000	1.075	1.165
3:193500001-194000000	3	193500001	194000000	1.116	1.111
3:194000001-194500000	3	194000001	194500000	1.08	1.079
3:194500001-195000000	3	194500001	195000000	1.048	1.113
3:195000001-195500000	3	195000001	195500000	1.123	1.093
3:196000001-196500000	3	196000001	196500000	1.04	1.163
3:196500001-197000000	3	196500001	197000000	0.981	1.097
3:197000001-197500000	3	197000001	197500000	1.037	1.065
3:197500001-198000000	3	197500001	198000000	1.01	1.134
4:500001-1000000	4	500001	1000000	0.944	0.932
4:1000001-1500000	4	1000001	1500000	0.984	0.96
4:1500001-2000000	4	1500001	2000000	1	0.887
4:2000001-2500000	4	2000001	2500000	0.955	1.019
4:2500001-3000000	4	2500001	3000000	0.939	0.993
4:3000001-3500000	4	3000001	3500000	1.014	0.962
4:4500001-5000000	4	4500001	5000000	1.013	1.086
4:5500001-6000000	4	5500001	6000000	1.031	1.079
4:6000001-6500000	4	6000001	6500000	0.96	1.039
4:6500001-7000000	4	6500001	7000000	0.983	0.907
4:7000001-7500000	4	7000001	7500000	1.041	0.953
4:7500001-8000000	4	7500001	8000000	1.002	1.052
4:8000001-8500000	4	8000001	8500000	0.975	0.958
4:8500001-9000000	4	8500001	9000000	1.098	1.108
4:10000001-10500000	4	10000001	10500000	0.956	1.005
4:10500001-11000000	4	10500001	11000000	1.03	1.054
4:11000001-11500000	4	11000001	11500000	1.108	1.109
4:11500001-12000000	4	11500001	12000000	1.035	1.043
4:12000001-12500000	4	12000001	12500000	0.97	0.908
4:13000001-13500000	4	13000001	13500000	1.054	1.084
4:13500001-14000000	4	13500001	14000000	1.035	0.993
4:14000001-14500000	4	14000001	14500000	1.047	1.118
4:15000001-15500000	4	15000001	15500000	1.033	0.971
4:15500001-16000000	4	15500001	16000000	0.924	0.99
4:16000001-16500000	4	16000001	16500000	1.026	1.022
4:16500001-17000000	4	16500001	17000000	1.069	1.049
4:17500001-18000000	4	17500001	18000000	1.074	0.92
4:18000001-18500000	4	18000001	18500000	1.015	1.028
4:19000001-19500000	4	19000001	19500000	1	0.994
4:19500001-20000000	4	19500001	20000000	1.013	1.048
4:20000001-20500000	4	20000001	20500000	0.922	1.045
4:20500001-21000000	4	20500001	21000000	0.991	0.903
4:21000001-21500000	4	21000001	21500000	1.032	0.988
4:21500001-22000000	4	21500001	22000000	1.025	1.058
4:22000001-22500000	4	22000001	22500000	1.083	1.108
4:23000001-23500000	4	23000001	23500000	1.061	1.128
4:23500001-24000000	4	23500001	24000000	0.957	1.058
4:24000001-24500000	4	24000001	24500000	1.025	0.987
4:24500001-25000000	4	24500001	25000000	0.987	0.969
4:25000001-25500000	4	25000001	25500000	1.005	0.966
4:26000001-26500000	4	26000001	26500000	1.02	0.978
4:26500001-27000000	4	26500001	27000000	1.013	1.089
4:27000001-27500000	4	27000001	27500000	0.97	0.976
4:28000001-28500000	4	28000001	28500000	0.949	1.014
4:28500001-29000000	4	28500001	29000000	0.958	0.955
4:29000001-29500000	4	29000001	29500000	0.951	1.02
4:29500001-30000000	4	29500001	30000000	0.976	1.129
4:30000001-30500000	4	30000001	30500000	0.945	0.889
4:31000001-31500000	4	31000001	31500000	0.967	0.931
4:31500001-32000000	4	31500001	32000000	0.93	1.027
4:32500001-33000000	4	32500001	33000000	0.94	0.88
4:33000001-33500000	4	33000001	33500000	0.954	0.984
4:33500001-34000000	4	33500001	34000000	0.98	0.981
4:34000001-34500000	4	34000001	34500000	1.003	0.948
4:34500001-35000000	4	34500001	35000000	0.922	0.885
4:35000001-35500000	4	35000001	35500000	0.998	0.917
4:35500001-36000000	4	35500001	36000000	0.989	1.133
4:36000001-36500000	4	36000001	36500000	1.072	1.039
4:36500001-37000000	4	36500001	37000000	0.92	1.056
4:37000001-37500000	4	37000001	37500000	1.008	1.124
4:37500001-38000000	4	37500001	38000000	1.059	1.026
4:38000001-38500000	4	38000001	38500000	0.995	0.953
4:38500001-39000000	4	38500001	39000000	0.965	0.973
4:39000001-39500000	4	39000001	39500000	0.916	0.907
4:39500001-40000000	4	39500001	40000000	0.92	0.845
4:40000001-40500000	4	40000001	40500000	1.054	0.909
4:40500001-41000000	4	40500001	41000000	1.066	0.96
4:41500001-42000000	4	41500001	42000000	1.105	0.98
4:42000001-42500000	4	42000001	42500000	1.007	0.984
4:42500001-43000000	4	42500001	43000000	1.004	0.954
4:43000001-43500000	4	43000001	43500000	1.004	0.943
4:43500001-44000000	4	43500001	44000000	0.98	0.934
4:44000001-44500000	4	44000001	44500000	1.043	1.029
4:44500001-45000000	4	44500001	45000000	1.104	1.029
4:45000001-45500000	4	45000001	45500000	0.976	0.96
4:45500001-46000000	4	45500001	46000000	0.936	0.985
4:46000001-46500000	4	46000001	46500000	1.103	1.008
4:46500001-47000000	4	46500001	47000000	1.02	1.045
4:47000001-47500000	4	47000001	47500000	0.978	1.065
4:48000001-48500000	4	48000001	48500000	1.009	0.883
4:48500001-49000000	4	48500001	49000000	0.989	0.95
4:52000001-52500000	4	52000001	52500000	1.056	1.022
4:52500001-53000000	4	52500001	53000000	1.062	1.103
4:53000001-53500000	4	53000001	53500000	1.071	1.197
4:53500001-54000000	4	53500001	54000000	1.022	1.089
4:54000001-54500000	4	54000001	54500000	0.982	1.013
4:54500001-55000000	4	54500001	55000000	1.059	1.01
4:55500001-56000000	4	55500001	56000000	0.934	0.987
4:56000001-56500000	4	56000001	56500000	0.881	0.976
4:56500001-57000000	4	56500001	57000000	0.999	1.054
4:57000001-57500000	4	57000001	57500000	0.993	1.051
4:57500001-58000000	4	57500001	58000000	1.089	1.013
4:58000001-58500000	4	58000001	58500000	0.998	0.96
4:58500001-59000000	4	58500001	59000000	1.039	0.992
4:59000001-59500000	4	59000001	59500000	0.959	0.916
4:59500001-60000000	4	59500001	60000000	0.976	0.959
4:60000001-60500000	4	60000001	60500000	0.91	0.966
4:60500001-61000000	4	60500001	61000000	0.992	1.066
4:61000001-61500000	4	61000001	61500000	1.025	1.056
4:61500001-62000000	4	61500001	62000000	0.944	0.922
4:62000001-62500000	4	62000001	62500000	0.948	0.987
4:62500001-63000000	4	62500001	63000000	0.95	1.036
4:63000001-63500000	4	63000001	63500000	0.884	0.904
4:63500001-64000000	4	63500001	64000000	0.927	0.892
4:64000001-64500000	4	64000001	64500000	0.959	0.82
4:65000001-65500000	4	65000001	65500000	1.028	1.005
4:65500001-66000000	4	65500001	66000000	1.048	0.905
4:66500001-67000000	4	66500001	67000000	0.998	0.926
4:67000001-67500000	4	67000001	67500000	0.981	1.016
4:67500001-68000000	4	67500001	68000000	1.002	0.912
4:69500001-70000000	4	69500001	70000000	1.025	0.882
4:70000001-70500000	4	70000001	70500000	1.054	1.074
4:70500001-71000000	4	70500001	71000000	0.991	0.976
4:71000001-71500000	4	71000001	71500000	1.086	1.042
4:71500001-72000000	4	71500001	72000000	1.049	1.013
4:72000001-72500000	4	72000001	72500000	1.009	1.065
4:72500001-73000000	4	72500001	73000000	1.026	1.135
4:73000001-73500000	4	73000001	73500000	0.969	0.956
4:73500001-74000000	4	73500001	74000000	0.991	1.003
4:74000001-74500000	4	74000001	74500000	0.973	1.01
4:74500001-75000000	4	74500001	75000000	1.04	1.113
4:75500001-76000000	4	75500001	76000000	1.035	0.943
4:76000001-76500000	4	76000001	76500000	0.933	1.029
4:76500001-77000000	4	76500001	77000000	0.936	1.034
4:77000001-77500000	4	77000001	77500000	0.946	0.994
4:77500001-78000000	4	77500001	78000000	1.023	0.95
4:78500001-79000000	4	78500001	79000000	0.972	0.909
4:79000001-79500000	4	79000001	79500000	1.02	1.016
4:79500001-80000000	4	79500001	80000000	1.047	1.182
4:80000001-80500000	4	80000001	80500000	1.016	0.982
4:80500001-81000000	4	80500001	81000000	0.973	1.09
4:81000001-81500000	4	81000001	81500000	1.082	1.094
4:81500001-82000000	4	81500001	82000000	1.002	1.001
4:82000001-82500000	4	82000001	82500000	0.98	0.98
4:82500001-83000000	4	82500001	83000000	1.043	1.062
4:83500001-84000000	4	83500001	84000000	0.947	1.05
4:84000001-84500000	4	84000001	84500000	1.05	1.01
4:84500001-85000000	4	84500001	85000000	0.929	1.079
4:85000001-85500000	4	85000001	85500000	0.97	0.968
4:85500001-86000000	4	85500001	86000000	1.026	0.929
4:86000001-86500000	4	86000001	86500000	1.147	1.013
4:86500001-87000000	4	86500001	87000000	0.968	0.956
4:87000001-87500000	4	87000001	87500000	0.946	0.908
4:87500001-88000000	4	87500001	88000000	0.94	1.079
4:88000001-88500000	4	88000001	88500000	0.948	0.94
4:88500001-89000000	4	88500001	89000000	0.991	0.945
4:89000001-89500000	4	89000001	89500000	0.957	0.952
4:90000001-90500000	4	90000001	90500000	1.003	1.035
4:90500001-91000000	4	90500001	91000000	1.002	0.948
4:91000001-91500000	4	91000001	91500000	0.982	0.976
4:91500001-92000000	4	91500001	92000000	0.89	0.97
4:92000001-92500000	4	92000001	92500000	1.016	0.961
4:93000001-93500000	4	93000001	93500000	1.003	1.075
4:93500001-94000000	4	93500001	94000000	1.01	1.036
4:94000001-94500000	4	94000001	94500000	0.997	0.965
4:94500001-95000000	4	94500001	95000000	0.996	0.928
4:95000001-95500000	4	95000001	95500000	1.042	1.036
4:95500001-96000000	4	95500001	96000000	1.01	0.963
4:96000001-96500000	4	96000001	96500000	1.035	0.998
4:96500001-97000000	4	96500001	97000000	0.969	1.071
4:97000001-97500000	4	97000001	97500000	1.008	0.947
4:97500001-98000000	4	97500001	98000000	0.934	0.919
4:98000001-98500000	4	98000001	98500000	0.94	0.993
4:98500001-99000000	4	98500001	99000000	0.984	0.999
4:99000001-99500000	4	99000001	99500000	1.088	0.951
4:99500001-100000000	4	99500001	100000000	0.999	0.995
4:100000001-100500000	4	100000001	100500000	1.029	1.002
4:100500001-101000000	4	100500001	101000000	1.078	1.007
4:101000001-101500000	4	101000001	101500000	1.006	0.998
4:101500001-102000000	4	101500001	102000000	1.069	1.007
4:102000001-102500000	4	102000001	102500000	0.972	0.955
4:103000001-103500000	4	103000001	103500000	1	1.026
4:103500001-104000000	4	103500001	104000000	1.038	0.952
4:104000001-104500000	4	104000001	104500000	1.066	1.015
4:104500001-105000000	4	104500001	105000000	1.052	1.041
4:105000001-105500000	4	105000001	105500000	0.94	0.989
4:105500001-106000000	4	105500001	106000000	1.049	0.98
4:106000001-106500000	4	106000001	106500000	1.031	1.127
4:106500001-107000000	4	106500001	107000000	0.969	1.009
4:107000001-107500000	4	107000001	107500000	1.033	1.015
4:108000001-108500000	4	108000001	108500000	1.028	1.061
4:108500001-109000000	4	108500001	109000000	0.951	1.065
4:109000001-109500000	4	109000001	109500000	1.095	1.044
4:109500001-110000000	4	109500001	110000000	1.111	1.084
4:110000001-110500000	4	110000001	110500000	0.989	1.075
4:110500001-111000000	4	110500001	111000000	0.969	0.966
4:111000001-111500000	4	111000001	111500000	1.055	0.955
4:111500001-112000000	4	111500001	112000000	1.045	1.056
4:112500001-113000000	4	112500001	113000000	0.962	0.959
4:113000001-113500000	4	113000001	113500000	1.037	1.028
4:113500001-114000000	4	113500001	114000000	1.022	0.979
4:114000001-114500000	4	114000001	114500000	1.015	0.926
4:114500001-115000000	4	114500001	115000000	0.989	0.964
4:115000001-115500000	4	115000001	115500000	1.006	0.971
4:115500001-116000000	4	115500001	116000000	0.986	0.953
4:116500001-117000000	4	116500001	117000000	0.994	1.009
4:117000001-117500000	4	117000001	117500000	0.994	0.969
4:117500001-118000000	4	117500001	118000000	0.962	0.957
4:118000001-118500000	4	118000001	118500000	1.124	0.962
4:119500001-120000000	4	119500001	120000000	0.972	1.04
4:120000001-120500000	4	120000001	120500000	0.949	1.065
4:120500001-121000000	4	120500001	121000000	1.073	0.968
4:121000001-121500000	4	121000001	121500000	1.008	1.095
4:121500001-122000000	4	121500001	122000000	1.04	0.954
4:122000001-122500000	4	122000001	122500000	1.016	0.951
4:122500001-123000000	4	122500001	123000000	0.947	0.99
4:123000001-123500000	4	123000001	123500000	0.978	0.89
4:123500001-124000000	4	123500001	124000000	0.975	1.093
4:124000001-124500000	4	124000001	124500000	1.057	0.969
4:124500001-125000000	4	124500001	125000000	1.006	0.908
4:125000001-125500000	4	125000001	125500000	0.934	1.082
4:125500001-126000000	4	125500001	126000000	1.052	0.904
4:126000001-126500000	4	126000001	126500000	0.958	1.058
4:126500001-127000000	4	126500001	127000000	1.072	1.013
4:127000001-127500000	4	127000001	127500000	0.984	1.018
4:127500001-128000000	4	127500001	128000000	0.987	0.907
4:128500001-129000000	4	128500001	129000000	1.109	0.965
4:129000001-129500000	4	129000001	129500000	0.993	0.932
4:129500001-130000000	4	129500001	130000000	1.023	0.882
4:130000001-130500000	4	130000001	130500000	0.978	0.937
4:130500001-131000000	4	130500001	131000000	0.969	0.95
4:131000001-131500000	4	131000001	131500000	0.994	0.924
4:132000001-132500000	4	132000001	132500000	0.964	0.968
4:132500001-133000000	4	132500001	133000000	0.934	1.012
4:133000001-133500000	4	133000001	133500000	1.055	0.955
4:133500001-134000000	4	133500001	134000000	0.896	1.023
4:134000001-134500000	4	134000001	134500000	0.938	1.047
4:134500001-135000000	4	134500001	135000000	0.931	0.957
4:135000001-135500000	4	135000001	135500000	0.973	0.964
4:135500001-136000000	4	135500001	136000000	0.909	0.953
4:136000001-136500000	4	136000001	136500000	1.021	1.069
4:136500001-137000000	4	136500001	137000000	1.04	1.033
4:137000001-137500000	4	137000001	137500000	0.948	0.93
4:137500001-138000000	4	137500001	138000000	0.945	0.988
4:138000001-138500000	4	138000001	138500000	1.037	1.047
4:138500001-139000000	4	138500001	139000000	1.078	1.07
4:139000001-139500000	4	139000001	139500000	0.868	0.898
4:139500001-140000000	4	139500001	140000000	0.916	0.92
4:140000001-140500000	4	140000001	140500000	0.966	0.929
4:141000001-141500000	4	141000001	141500000	1.041	1.03
4:141500001-142000000	4	141500001	142000000	0.97	1.005
4:142000001-142500000	4	142000001	142500000	1.074	0.96
4:142500001-143000000	4	142500001	143000000	0.963	0.976
4:144500001-145000000	4	144500001	145000000	1.001	1.135
4:145000001-145500000	4	145000001	145500000	1.014	1.072
4:145500001-146000000	4	145500001	146000000	0.954	1.02
4:146000001-146500000	4	146000001	146500000	0.976	1.049
4:146500001-147000000	4	146500001	147000000	1.04	1.014
4:147000001-147500000	4	147000001	147500000	1.041	0.997
4:147500001-148000000	4	147500001	148000000	1.032	0.982
4:148000001-148500000	4	148000001	148500000	1.036	0.963
4:148500001-149000000	4	148500001	149000000	0.943	1.07
4:149000001-149500000	4	149000001	149500000	1.001	1.039
4:149500001-150000000	4	149500001	150000000	1.041	0.98
4:150000001-150500000	4	150000001	150500000	0.977	0.946
4:150500001-151000000	4	150500001	151000000	0.95	0.89
4:151000001-151500000	4	151000001	151500000	0.948	0.925
4:151500001-152000000	4	151500001	152000000	1.042	0.961
4:152000001-152500000	4	152000001	152500000	0.985	0.993
4:152500001-153000000	4	152500001	153000000	0.954	0.925
4:153000001-153500000	4	153000001	153500000	0.915	1.011
4:153500001-154000000	4	153500001	154000000	1.03	1.036
4:154000001-154500000	4	154000001	154500000	0.959	1.063
4:154500001-155000000	4	154500001	155000000	1.061	1.045
4:155500001-156000000	4	155500001	156000000	1.015	0.991
4:156000001-156500000	4	156000001	156500000	0.971	1.042
4:156500001-157000000	4	156500001	157000000	1.007	0.975
4:157000001-157500000	4	157000001	157500000	1.018	1.032
4:158000001-158500000	4	158000001	158500000	1.019	1.035
4:158500001-159000000	4	158500001	159000000	1.021	1.016
4:159000001-159500000	4	159000001	159500000	1.047	1.038
4:159500001-160000000	4	159500001	160000000	0.927	0.957
4:160500001-161000000	4	160500001	161000000	1.015	0.991
4:162500001-163000000	4	162500001	163000000	0.945	0.985
4:163000001-163500000	4	163000001	163500000	1.004	1.016
4:163500001-164000000	4	163500001	164000000	1.044	0.974
4:164000001-164500000	4	164000001	164500000	1.009	0.945
4:164500001-165000000	4	164500001	165000000	1.046	1.085
4:165000001-165500000	4	165000001	165500000	1.004	0.959
4:165500001-166000000	4	165500001	166000000	1.006	0.95
4:166000001-166500000	4	166000001	166500000	0.975	0.952
4:166500001-167000000	4	166500001	167000000	1.09	1.018
4:167000001-167500000	4	167000001	167500000	1.006	1.067
4:167500001-168000000	4	167500001	168000000	1.009	1.091
4:168000001-168500000	4	168000001	168500000	1.059	0.965
4:168500001-169000000	4	168500001	169000000	1.063	0.964
4:169000001-169500000	4	169000001	169500000	1.026	0.935
4:169500001-170000000	4	169500001	170000000	1.008	0.933
4:170000001-170500000	4	170000001	170500000	0.966	1.05
4:170500001-171000000	4	170500001	171000000	1.058	1.051
4:171000001-171500000	4	171000001	171500000	1.044	1
4:171500001-172000000	4	171500001	172000000	1	1.01
4:172500001-173000000	4	172500001	173000000	0.928	1.05
4:173000001-173500000	4	173000001	173500000	0.907	0.934
4:173500001-174000000	4	173500001	174000000	0.976	0.971
4:174000001-174500000	4	174000001	174500000	0.933	1.026
4:174500001-175000000	4	174500001	175000000	1.005	1.032
4:175000001-175500000	4	175000001	175500000	0.934	0.983
4:175500001-176000000	4	175500001	176000000	0.989	1.008
4:176000001-176500000	4	176000001	176500000	0.911	0.977
4:176500001-177000000	4	176500001	177000000	1.035	0.963
4:177000001-177500000	4	177000001	177500000	0.962	1.014
4:177500001-178000000	4	177500001	178000000	1.015	0.96
4:178000001-178500000	4	178000001	178500000	0.975	0.849
4:178500001-179000000	4	178500001	179000000	1.071	1.01
4:179500001-180000000	4	179500001	180000000	0.967	1.02
4:180000001-180500000	4	180000001	180500000	1.028	1.057
4:180500001-181000000	4	180500001	181000000	1.009	0.975
4:181000001-181500000	4	181000001	181500000	0.913	1.084
4:181500001-182000000	4	181500001	182000000	0.98	1.054
4:182000001-182500000	4	182000001	182500000	0.984	0.985
4:182500001-183000000	4	182500001	183000000	0.989	1.058
4:183500001-184000000	4	183500001	184000000	1.06	1.029
4:184000001-184500000	4	184000001	184500000	0.913	0.906
4:184500001-185000000	4	184500001	185000000	0.984	1.035
4:185000001-185500000	4	185000001	185500000	1.057	0.927
4:185500001-186000000	4	185500001	186000000	0.96	1.045
4:186000001-186500000	4	186000001	186500000	0.992	1.025
4:186500001-187000000	4	186500001	187000000	1.083	0.891
4:187000001-187500000	4	187000001	187500000	0.984	1.014
4:187500001-188000000	4	187500001	188000000	1.005	1.067
4:188500001-189000000	4	188500001	189000000	1.007	0.904
4:189000001-189500000	4	189000001	189500000	0.914	1.003
5:500001-1000000	5	500001	1000000	1.111	1.106
5:1000001-1500000	5	1000001	1500000	1.035	0.916
5:1500001-2000000	5	1500001	2000000	0.996	0.998
5:2000001-2500000	5	2000001	2500000	0.913	0.996
5:2500001-3000000	5	2500001	3000000	0.973	1.016
5:3000001-3500000	5	3000001	3500000	0.975	1.036
5:4000001-4500000	5	4000001	4500000	1.004	1.017
5:4500001-5000000	5	4500001	5000000	0.976	1.049
5:5500001-6000000	5	5500001	6000000	1.031	0.989
5:6000001-6500000	5	6000001	6500000	0.984	0.996
5:6500001-7000000	5	6500001	7000000	0.975	0.985
5:7000001-7500000	5	7000001	7500000	0.948	0.99
5:7500001-8000000	5	7500001	8000000	1.017	1.059
5:8000001-8500000	5	8000001	8500000	0.989	0.971
5:9000001-9500000	5	9000001	9500000	1.057	0.985
5:9500001-10000000	5	9500001	10000000	0.982	0.996
5:10000001-10500000	5	10000001	10500000	0.98	0.97
5:10500001-11000000	5	10500001	11000000	1.014	1.071
5:11000001-11500000	5	11000001	11500000	1.007	1.076
5:11500001-12000000	5	11500001	12000000	1.073	1.179
5:12000001-12500000	5	12000001	12500000	1.013	0.952
5:12500001-13000000	5	12500001	13000000	0.975	0.983
5:13000001-13500000	5	13000001	13500000	0.984	0.969
5:13500001-14000000	5	13500001	14000000	1.004	1.036
5:14000001-14500000	5	14000001	14500000	1.012	1
5:14500001-15000000	5	14500001	15000000	0.944	0.905
5:15000001-15500000	5	15000001	15500000	1.038	1.055
5:15500001-16000000	5	15500001	16000000	0.978	0.974
5:16000001-16500000	5	16000001	16500000	0.917	0.962
5:16500001-17000000	5	16500001	17000000	1.002	0.99
5:17000001-17500000	5	17000001	17500000	0.964	0.969
5:17500001-18000000	5	17500001	18000000	0.961	0.982
5:18000001-18500000	5	18000001	18500000	0.913	1.014
5:18500001-19000000	5	18500001	19000000	1.033	0.981
5:19000001-19500000	5	19000001	19500000	0.912	0.898
5:19500001-20000000	5	19500001	20000000	1.045	1.043
5:20000001-20500000	5	20000001	20500000	0.889	0.943
5:21500001-22000000	5	21500001	22000000	0.948	0.932
5:22000001-22500000	5	22000001	22500000	0.97	0.959
5:22500001-23000000	5	22500001	23000000	0.955	0.977
5:23000001-23500000	5	23000001	23500000	0.983	0.947
5:23500001-24000000	5	23500001	24000000	0.947	0.865
5:24000001-24500000	5	24000001	24500000	0.938	0.974
5:24500001-25000000	5	24500001	25000000	0.94	0.986
5:25000001-25500000	5	25000001	25500000	0.937	0.916
5:25500001-26000000	5	25500001	26000000	0.943	0.908
5:26000001-26500000	5	26000001	26500000	0.912	0.978
5:26500001-27000000	5	26500001	27000000	0.981	0.96
5:27000001-27500000	5	27000001	27500000	1.028	1.1
5:27500001-28000000	5	27500001	28000000	0.985	0.946
5:28000001-28500000	5	28000001	28500000	1.008	0.849
5:28500001-29000000	5	28500001	29000000	0.946	0.894
5:29000001-29500000	5	29000001	29500000	0.985	0.917
5:29500001-30000000	5	29500001	30000000	0.937	1.03
5:30000001-30500000	5	30000001	30500000	1.024	0.981
5:30500001-31000000	5	30500001	31000000	1.051	1.005
5:31000001-31500000	5	31000001	31500000	1.068	1.005
5:31500001-32000000	5	31500001	32000000	1.096	1.047
5:32000001-32500000	5	32000001	32500000	0.897	0.978
5:33000001-33500000	5	33000001	33500000	1.057	1.055
5:33500001-34000000	5	33500001	34000000	1.013	1.015
5:34500001-35000000	5	34500001	35000000	0.911	0.936
5:35000001-35500000	5	35000001	35500000	0.966	0.969
5:35500001-36000000	5	35500001	36000000	1.06	0.99
5:36000001-36500000	5	36000001	36500000	1.099	0.955
5:36500001-37000000	5	36500001	37000000	1.064	0.975
5:37500001-38000000	5	37500001	38000000	1.08	0.997
5:38000001-38500000	5	38000001	38500000	1.033	1.061
5:38500001-39000000	5	38500001	39000000	1.07	1.01
5:39000001-39500000	5	39000001	39500000	0.97	1.026
5:39500001-40000000	5	39500001	40000000	1.032	1.022
5:40000001-40500000	5	40000001	40500000	1.073	0.98
5:40500001-41000000	5	40500001	41000000	0.971	0.893
5:41000001-41500000	5	41000001	41500000	0.988	1.038
5:41500001-42000000	5	41500001	42000000	1.053	1.053
5:42000001-42500000	5	42000001	42500000	1.007	0.947
5:42500001-43000000	5	42500001	43000000	0.937	1.005
5:43000001-43500000	5	43000001	43500000	1.001	0.97
5:43500001-44000000	5	43500001	44000000	0.947	1.031
5:44000001-44500000	5	44000001	44500000	1.027	1.018
5:44500001-45000000	5	44500001	45000000	0.971	0.951
5:45000001-45500000	5	45000001	45500000	1.063	1.029
5:50500001-51000000	5	50500001	51000000	1.073	1.001
5:51000001-51500000	5	51000001	51500000	0.992	0.971
5:51500001-52000000	5	51500001	52000000	0.987	0.958
5:52000001-52500000	5	52000001	52500000	1.038	1.094
5:52500001-53000000	5	52500001	53000000	1.042	1.046
5:53000001-53500000	5	53000001	53500000	0.977	1.114
5:53500001-54000000	5	53500001	54000000	1.01	1.186
5:54000001-54500000	5	54000001	54500000	1.027	1.008
